site_name,site_url,profile_id,profile_version,profile_sha256,run_id,fit_score,core__physical_inventory_state,core__stock_movement_capture,core__low_touch_inventory_capture,core__multi_location_control,core__lot_expiry_traceability,core__replenishment_action,aux__operational_solution_evidence,aux__operational_solution_evidence__flag,aux__item_container_identity,aux__item_container_identity__flag,aux__point_of_use_stockroom_context,aux__point_of_use_stockroom_context__flag,aux__hospital_foodservice_context,aux__hospital_foodservice_context__flag,aux__institutional_foodservice_context,aux__institutional_foodservice_context__flag,aux__adjacent_transferable_inventory_context,aux__adjacent_transferable_inventory_context__flag,aux__human_scan_capture,aux__human_scan_capture__flag,aux__passive_automatic_capture,aux__passive_automatic_capture__flag,aux__cold_chain_condition_monitoring,aux__cold_chain_condition_monitoring__flag,aux__erp_procurement_integration,aux__erp_procurement_integration__flag,aux__brazil_portuguese_support,aux__brazil_portuguese_support__flag,aux__small_multi_location_deployment_evidence,aux__small_multi_location_deployment_evidence__flag,aux__managed_inventory_service_model,aux__managed_inventory_service_model__flag,evidence_is_partial,evidence_chunks_available,evidence_chunks_sent,main_strength,main_gap
AHRMM,https://www.ahrmm.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,d3b4facd23fb48268ab8ffad4c37878c,70.01,60.95,90.85,92.95,40.35,77.0,41.25,63.75,False,87.7,True,59.85,False,16.65,False,12.05,False,78.0,True,92.45,True,67.9,False,69.3,False,89.75,True,2.0,False,76.5,True,39.15,False,True,196,196,low_touch_inventory_capture,multi_location_control
Collection & Inventory Tracker,https://www.collectioninventory.app/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,3ee890d640484b3d980531b848912037,69.92,94.6,76.5,87.4,34.55,80.5,13.0,73.2,True,86.6,True,81.1,True,5.6,False,4.85,False,67.9,False,95.6,True,10.25,False,16.6,False,10.5,False,29.2,False,34.65,False,9.6,False,False,54,54,physical_inventory_state,replenishment_action
IndX,https://indx.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4a633d50ca234f0990ab7b2ecfad2bfd,69.13,68.3,83.0,85.65,51.2,65.8,50.65,51.9,False,79.15,True,7.85,False,4.0,False,25.4,False,36.6,False,75.25,True,44.4,False,13.3,False,87.95,True,69.85,False,66.05,False,23.45,False,True,463,463,low_touch_inventory_capture,replenishment_action
Epos Now,https://www.eposnow.com/uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,7b992976b3924bf2a90b9772e657a9aa,68.82,83.05,83.45,79.1,85.4,21.45,71.25,61.85,False,64.45,False,28.8,False,8.0,False,60.5,False,73.45,True,77.6,True,39.0,False,43.6,False,69.6,False,15.1,False,76.2,True,27.55,False,True,565,565,multi_location_control,lot_expiry_traceability
Exan Software,https://www.exansoftware.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ad60d0bd4ec6490f9121c1abec90bddc,68.76,80.05,83.9,77.3,45.35,58.35,58.9,62.25,False,71.35,True,44.05,False,5.85,False,4.45,False,71.75,True,79.45,True,30.35,False,8.1,False,32.8,False,8.1,False,47.65,False,31.3,False,True,76,76,stock_movement_capture,multi_location_control
RXinsider,https://rxinsider.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,cf19c4d8f0d148d494719f9930cab2f7,68.61,67.45,78.0,79.9,50.7,65.85,63.45,60.8,False,76.5,True,50.4,False,9.0,False,4.85,False,73.45,True,78.1,True,39.65,False,94.45,True,43.6,False,2.6,False,45.45,False,64.25,False,True,337,337,low_touch_inventory_capture,multi_location_control
ILOS - Especialistas em Logística e Supply Chain,https://ilos.com.br/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ca4b1e070a6b4d84ab7f177172613f55,68.15,71.05,64.0,74.25,66.3,67.05,62.35,32.55,False,63.55,False,31.65,False,10.25,False,57.75,False,55.1,False,73.4,True,50.35,False,76.8,True,46.1,False,78.95,True,69.9,False,71.75,True,True,354,354,low_touch_inventory_capture,replenishment_action
Jungheinrich AG,https://www.jungheinrich.co.th/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,528a2062714b46d9b54fea8b5e3c9c66,67.73,83.05,78.65,81.85,23.25,66.3,54.25,53.45,False,72.65,True,17.0,False,12.7,False,18.5,False,47.5,False,79.9,True,50.25,False,66.95,False,76.85,True,36.6,False,33.25,False,26.0,False,True,357,357,physical_inventory_state,multi_location_control
Merak Tech,https://almerak.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,7f5d6a3359014ce8b917649caaeb1806,67.69,74.85,80.75,74.4,65.4,44.6,69.05,55.4,False,46.65,False,21.2,False,9.3,False,74.7,True,70.55,True,74.05,True,20.4,False,6.2,False,68.35,False,6.0,False,61.95,False,25.35,False,True,365,365,stock_movement_capture,lot_expiry_traceability
Linkitsoft,https://linkitsoft.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,621fe7fe4d594ca2a411bfb441c38d1f,67.42,75.3,68.15,85.45,62.9,47.45,61.55,43.0,False,60.95,False,32.15,False,36.0,False,54.6,False,81.2,True,68.7,False,70.75,True,91.35,True,27.85,False,8.85,False,73.3,True,38.4,False,True,912,912,low_touch_inventory_capture,lot_expiry_traceability
Square,https://squareup.com/us/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,40c9eb0a0cc64b468ab57e342873ca9e,67.29,81.35,86.05,79.65,87.1,5.2,82.05,70.4,True,66.05,False,20.7,False,5.6,False,82.25,True,69.6,False,87.2,True,23.35,False,6.3,False,83.4,True,7.6,False,68.15,False,43.65,False,True,266,266,multi_location_control,lot_expiry_traceability
suflex,https://suflex.com.br,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,005311c500d14e029df03133a483edac,67.09,78.25,86.05,76.7,25.8,89.65,16.3,71.05,True,79.95,True,23.0,False,37.6,False,43.6,False,77.45,True,80.1,True,8.75,False,78.9,True,5.0,False,90.45,True,47.85,False,23.85,False,False,8,8,lot_expiry_traceability,replenishment_action
AKLI,https://akli.io/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4706d712c38d42f7ae9ff599bd6574e6,66.86,89.4,94.2,13.3,95.05,62.25,62.85,72.05,True,48.9,False,30.9,False,4.0,False,88.85,True,82.7,True,5.0,False,15.15,False,87.6,True,55.5,False,2.0,False,89.15,True,28.0,False,True,22,22,multi_location_control,low_touch_inventory_capture
SupplyChainBrain,https://www.supplychainbrain.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ed0e6a13337d488ea781433471a1adf0,66.61,65.9,72.65,79.9,71.95,45.35,67.9,29.7,False,75.7,True,14.65,False,5.0,False,30.15,False,32.65,False,79.85,True,56.65,False,39.7,False,85.45,True,49.45,False,60.5,False,70.65,True,True,168,168,low_touch_inventory_capture,lot_expiry_traceability
Orbit Healthcare,https://orbit.healthcare/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1022804a10f54eedb8ce9837fda2d321,66.12,78.1,63.0,62.75,80.35,74.9,27.8,47.7,False,76.55,True,16.05,False,7.0,False,5.45,False,74.4,True,49.0,False,6.3,False,55.55,False,37.55,False,2.0,False,50.85,False,64.05,False,False,12,12,multi_location_control,replenishment_action
Seaga Manufacturing Inc,https://seaga.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,80ad819fe7394b7388e75b52c59dca66,65.64,77.0,86.4,88.3,67.9,40.1,24.9,68.3,False,51.55,False,71.75,True,55.25,False,49.45,False,83.3,True,49.5,False,80.75,True,71.5,True,21.15,False,37.85,False,71.75,True,41.35,False,True,174,174,low_touch_inventory_capture,replenishment_action
Ekklavya,https://www.eklavya.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f1a40fb4c8914583be6976d9230fa350,65.55,77.0,70.95,69.25,69.35,47.15,60.5,52.2,False,56.5,False,26.95,False,13.85,False,49.65,False,46.75,False,66.6,False,16.8,False,10.3,False,68.55,False,2.0,False,60.75,False,19.6,False,True,128,128,physical_inventory_state,lot_expiry_traceability
rebulk,https://rebulk.com,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,9147768ef6d94a3fac808ce95b09cc78,65.39,92.6,88.4,92.15,89.1,5.0,24.35,59.5,False,61.2,False,8.85,False,4.2,False,31.6,False,34.5,False,12.0,False,85.8,True,9.3,False,41.7,False,2.6,False,75.5,True,26.5,False,True,181,181,physical_inventory_state,lot_expiry_traceability
barKoder Ltd.,https://barkoder.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,495ad1f421fe4b5a93ba1df6037698b7,64.9,74.75,79.7,85.35,36.4,67.6,22.85,48.2,False,77.0,True,32.75,False,9.7,False,43.05,False,69.3,False,89.95,True,28.95,False,52.25,False,65.35,False,5.6,False,47.55,False,16.7,False,True,281,281,low_touch_inventory_capture,replenishment_action
Eats365,https://www.eats365pos.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4283dfba10bf4badb183ef0cf3904ac4,62.65,67.0,87.85,57.7,80.8,30.8,66.15,67.0,False,52.5,False,20.1,False,10.3,False,80.5,True,74.6,True,13.2,False,38.3,False,72.95,True,86.6,True,3.0,False,79.05,True,27.2,False,True,229,229,stock_movement_capture,lot_expiry_traceability
ImageFIRST,https://www.imagefirst.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,33d5a012ee3848ebb17ed800947830a5,62.5,77.4,78.95,87.85,55.45,17.7,57.1,73.25,True,74.5,True,57.8,False,14.65,False,41.55,False,73.45,True,84.55,True,56.85,False,30.05,False,9.5,False,2.0,False,64.0,False,91.05,True,True,180,180,low_touch_inventory_capture,lot_expiry_traceability
Simbe,https://www.simberobotics.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,a36dcd1cd81d4c448a2ba6ff9dae0bcb,62.32,73.6,30.45,88.85,63.05,53.0,54.25,71.45,True,73.1,True,11.85,False,4.45,False,32.2,False,81.05,True,31.25,False,87.4,True,24.0,False,38.1,False,7.6,False,81.6,True,25.05,False,True,68,68,low_touch_inventory_capture,stock_movement_capture
Salvify,https://www.salvify.co.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ce9809f46b764c6885db6be45872cbb0,61.74,88.2,84.75,15.3,89.75,78.1,11.9,62.75,False,81.7,True,41.95,False,3.6,False,3.6,False,72.95,True,8.25,False,7.75,False,4.6,False,15.65,False,2.0,False,89.35,True,25.1,False,False,3,3,multi_location_control,replenishment_action
Schreiner Group Forum,https://forum.schreiner-group.com/en/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0a55ec96b15e47eda2818a1f7bcc6ddf,61.56,65.45,70.85,85.0,19.2,79.0,21.1,55.6,False,84.45,True,21.55,False,6.6,False,7.05,False,75.95,True,78.35,True,65.25,False,71.8,True,44.05,False,2.6,False,44.7,False,67.15,False,True,130,130,low_touch_inventory_capture,multi_location_control
GS1 Denmark,https://www.gs1.dk/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ecf0869e04364643bb61d73d76294aef,61.51,60.25,72.2,80.45,31.65,72.85,32.1,48.15,False,84.0,True,56.8,False,59.25,False,82.75,True,72.15,True,83.6,True,18.2,False,65.9,False,87.9,True,36.6,False,63.65,False,23.05,False,True,272,272,low_touch_inventory_capture,multi_location_control
Rivio,https://rivio.io/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f40163f54ec24a86a56cfb99f80da1a6,60.62,83.75,80.6,90.45,70.55,3.6,33.2,61.35,False,81.65,True,8.0,False,3.0,False,71.8,True,48.45,False,4.6,False,67.85,False,73.05,True,17.45,False,3.0,False,78.95,True,25.35,False,True,74,74,low_touch_inventory_capture,lot_expiry_traceability
Oscar,https://oscar.qa/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,3798fc9dc95d4a8babd1d5ce331b0982,60.48,74.8,81.05,64.9,77.0,24.55,46.8,50.5,False,60.05,False,16.45,False,4.6,False,37.75,False,52.7,False,76.9,True,12.95,False,14.95,False,68.25,False,3.0,False,68.2,False,24.25,False,True,155,155,stock_movement_capture,lot_expiry_traceability
IDO Electronics,https://idoelectronics.eu/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,9da3f266df4945a482adc82392c49994,60.22,81.8,54.2,89.55,27.2,66.2,9.45,57.1,False,76.65,True,35.65,False,10.45,False,5.85,False,71.5,True,84.1,True,74.35,True,45.0,False,11.6,False,8.7,False,51.7,False,27.9,False,False,35,35,low_touch_inventory_capture,replenishment_action
Xero,https://www.xero.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,bdba7907c7764a70bd33306af809f18f,59.88,76.75,82.95,61.95,60.7,34.85,41.15,51.15,False,48.5,False,12.25,False,4.85,False,11.2,False,27.3,False,58.1,False,12.2,False,5.6,False,47.1,False,10.0,False,44.5,False,39.45,False,True,382,382,stock_movement_capture,lot_expiry_traceability
Culvana,https://culvana.ai/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,83136ad8767742aa832dac6b33f4eba8,57.94,80.5,89.4,40.6,74.95,5.85,78.2,65.2,False,53.7,False,29.45,False,46.05,False,80.55,True,70.9,True,5.2,False,39.0,False,3.6,False,77.9,True,5.6,False,74.8,True,27.45,False,False,9,9,stock_movement_capture,lot_expiry_traceability
ARxIUM | Innovative Pharmacy Solutions,https://www.arxium.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ec5d3df070cf4512a98c268a24bdd9c5,57.49,62.4,46.3,69.8,35.45,62.6,57.2,39.9,False,56.25,False,33.7,False,4.0,False,3.0,False,67.75,False,37.0,False,21.4,False,5.85,False,39.3,False,3.6,False,46.9,False,29.55,False,True,16,16,low_touch_inventory_capture,multi_location_control
SmartChoice Food Pantry Software,https://www.smartchoicepantry.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ff74f403dd7748f6be865551437e443a,56.12,81.7,84.1,82.45,38.85,8.8,32.45,65.85,False,57.0,False,72.95,True,24.75,False,60.25,False,46.15,False,84.9,True,9.3,False,10.8,False,49.2,False,16.9,False,63.05,False,22.65,False,False,6,6,stock_movement_capture,lot_expiry_traceability
Restaurant365,https://www.restaurant365.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c49138e4fb5946ed8f8a558f9eb3e6db,55.56,76.65,81.7,40.8,74.7,5.0,75.85,65.05,False,34.65,False,28.45,False,3.6,False,84.85,True,66.4,False,39.85,False,15.2,False,7.15,False,83.85,True,4.0,False,69.2,False,24.45,False,True,131,131,stock_movement_capture,lot_expiry_traceability
Jump Technologies,https://inventorytruth.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4a17dae1d5744f3d80682ffcb563473f,55.47,56.35,77.0,71.24,47.76,26.88,56.41,62.47,False,49.65,False,56.41,False,6.41,False,3.0,False,69.76,False,71.76,True,34.94,False,4.41,False,71.0,True,2.0,False,62.0,False,41.71,False,False,2,2,stock_movement_capture,lot_expiry_traceability
P2 Programs,https://p2programs.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ae4791dc05d0456cb93aa3b6e76a7cd6,55.43,86.2,82.6,90.8,37.7,10.6,6.45,47.9,False,85.3,True,9.75,False,2.0,False,3.85,False,32.15,False,93.45,True,11.75,False,5.45,False,35.25,False,3.8,False,41.55,False,12.6,False,True,40,40,low_touch_inventory_capture,replenishment_action
vstech,https://vstech.com,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,672201a370494f86a4d71d9adc2cf369,55.22,75.2,74.75,63.0,51.6,7.45,67.45,58.85,False,58.45,False,62.1,False,90.45,True,52.6,False,44.55,False,57.6,False,11.1,False,85.65,True,46.8,False,2.6,False,51.25,False,24.6,False,True,22,22,physical_inventory_state,lot_expiry_traceability
CaterCamp,https://catercamp.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0358c459809d43e289b74ac26e97873b,55.06,83.9,90.1,14.45,16.0,58.9,64.8,61.5,False,59.0,False,25.5,False,11.9,False,47.2,False,61.15,False,3.0,False,6.6,False,82.6,True,10.4,False,2.0,False,28.1,False,19.95,False,False,96,96,stock_movement_capture,low_touch_inventory_capture
ReadySet Surgical,https://readysetsurgical.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,9e649b780cbd4eeda78f8e5c25a576f3,54.52,36.3,80.15,76.25,20.7,56.75,48.4,51.35,False,78.85,True,12.8,False,4.6,False,3.0,False,61.85,False,60.75,False,50.9,False,42.55,False,83.65,True,2.0,False,31.35,False,69.15,False,False,54,54,stock_movement_capture,multi_location_control
Kitchen CUT,https://kitchencut.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ec0d9755604c4d8b9dd9ec58fb838931,54.07,76.25,82.6,26.15,81.3,11.05,70.6,73.35,True,47.2,False,38.15,False,10.9,False,85.45,True,80.0,True,7.2,False,14.5,False,7.2,False,80.25,True,3.0,False,69.45,False,32.1,False,False,88,88,stock_movement_capture,lot_expiry_traceability
RoboPharma,https://robopharma.nl/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,5f30f0fc419a4380a239bcdadc75a033,53.9,75.55,63.6,81.75,53.4,5.85,40.45,52.2,False,83.55,True,51.85,False,4.2,False,3.0,False,77.0,True,86.75,True,15.45,False,38.85,False,18.45,False,2.6,False,66.75,False,41.05,False,True,22,22,low_touch_inventory_capture,lot_expiry_traceability
Civica,https://www.civica.com/en-gb/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c014cedbf45141a2b7da47c6eb583b48,52.9,66.25,71.85,65.5,58.35,5.85,58.45,65.2,False,45.95,False,21.65,False,73.05,True,93.2,True,64.85,False,54.55,False,32.35,False,80.0,True,61.9,False,3.45,False,61.2,False,32.45,False,True,116,116,stock_movement_capture,lot_expiry_traceability
BairesDev,https://www.bairesdev.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,bde275eb222d40fe88b4750142de1f58,52.71,58.7,38.95,51.2,66.5,60.15,36.35,22.05,False,32.45,False,10.8,False,11.55,False,61.3,False,49.75,False,40.65,False,18.05,False,40.1,False,74.85,True,39.2,False,52.2,False,17.0,False,True,603,603,multi_location_control,replenishment_action
AllrideApps,https://www.allrideapps.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,8add20ce3e3e45759feb1fb7302fe669,52.44,55.9,62.3,47.5,53.35,60.5,29.2,38.65,False,57.4,False,7.85,False,4.6,False,20.45,False,50.65,False,60.65,False,11.0,False,62.85,False,28.2,False,25.05,False,42.25,False,22.25,False,True,434,434,stock_movement_capture,replenishment_action
Zebra Technologies,https://www.zebra.com/br/pt.html,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,95ad04755a3141f391ef64b29f5a973d,52.33,71.3,39.8,82.6,39.6,41.35,18.85,56.85,False,71.7,True,23.9,False,11.6,False,65.0,False,73.1,True,85.85,True,61.45,False,85.35,True,29.85,False,72.4,True,42.0,False,9.6,False,True,354,354,low_touch_inventory_capture,replenishment_action
cirrustech,https://www.cirrustech.com,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,efe7f5ad54bb47418e6fba35d3ab5d93,52.07,63.12,52.94,75.12,32.0,41.24,33.88,47.82,False,59.71,False,5.0,False,3.0,False,12.47,False,33.76,False,60.24,False,14.12,False,5.71,False,57.24,False,2.0,False,35.24,False,13.82,False,False,6,6,low_touch_inventory_capture,multi_location_control
TechnologyCounter,https://technologycounter.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,79c17b67dd064377b9af2901fadeffa3,50.02,55.6,61.0,48.35,37.15,48.95,45.15,25.05,False,38.1,False,16.2,False,11.6,False,61.4,False,52.4,False,44.7,False,11.65,False,12.3,False,22.0,False,5.05,False,27.3,False,23.8,False,True,700,700,stock_movement_capture,multi_location_control
absolutevalue,https://www.absolutevalue-us.com,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,a0597d3499e04623af162fd63d4693b0,49.55,68.2,64.7,19.5,86.25,5.4,83.55,60.85,False,44.5,False,17.6,False,3.6,False,15.05,False,28.05,False,3.0,False,8.05,False,3.0,False,89.65,True,3.0,False,77.6,True,33.9,False,True,17,17,multi_location_control,lot_expiry_traceability
Hospital Times,https://hospitaltimes.co.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,bb893cbb7f3b428ab5dbd16c05c58690,49.31,59.55,50.4,46.6,47.6,46.05,42.9,55.45,False,43.65,False,62.45,False,44.6,False,7.45,False,69.9,False,21.2,False,38.45,False,21.8,False,31.6,False,2.0,False,64.8,False,43.85,False,True,176,176,physical_inventory_state,replenishment_action
Spacesaver Storage Solutions,https://www.spacesaverva.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,eaa41c385f08483da17e4f0f80443591,48.62,68.05,49.4,60.6,26.7,54.1,10.55,59.3,False,69.2,False,82.55,True,70.6,True,51.4,False,67.05,False,64.45,False,16.8,False,73.45,True,32.75,False,2.6,False,64.4,False,12.6,False,True,410,410,physical_inventory_state,replenishment_action
Evolinq,https://evolinq.io/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,63307725b4a04e5d84ab3861cba92dc4,48.61,42.55,65.0,38.0,18.25,68.1,54.8,58.4,False,53.75,False,7.2,False,5.6,False,9.05,False,29.1,False,3.0,False,16.45,False,27.2,False,88.7,True,4.85,False,11.6,False,17.4,False,True,88,88,lot_expiry_traceability,multi_location_control
Homepage der TIS GmbH,https://www.tis-gmbh.de/en/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,059001ed4f0544cfa584fe797615f635,48.19,68.5,67.05,84.75,43.7,5.2,7.8,47.15,False,74.0,True,8.0,False,3.0,False,10.75,False,30.05,False,89.05,True,16.8,False,86.5,True,47.3,False,29.65,False,39.1,False,16.45,False,True,386,386,low_touch_inventory_capture,lot_expiry_traceability
Basic Kitchen and Food Service Management,https://opentextbc.ca/basickitchenandfoodservicemanagement/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4c948d4ace454fc089cd15827a98af51,48.06,86.05,89.8,23.9,24.65,14.65,52.75,9.85,False,60.1,False,38.8,False,5.0,False,50.2,False,65.65,False,11.65,False,8.25,False,36.1,False,13.45,False,2.6,False,21.9,False,19.25,False,True,181,181,stock_movement_capture,lot_expiry_traceability
GulfDrug,https://www.gulfdrug.com/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,09e3661238384ce7b288160201f169c3,47.73,64.75,25.5,56.15,35.8,67.45,14.1,39.15,False,57.9,False,34.0,False,18.0,False,3.6,False,58.35,False,14.35,False,31.5,False,89.6,True,27.7,False,17.3,False,37.1,False,21.6,False,True,42,42,lot_expiry_traceability,replenishment_action
TrufflePOS,https://trufflesystems.io/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1cfbb87d32114bf3887d08e2ebd66f03,47.53,60.75,52.4,60.35,53.65,19.4,38.9,50.65,False,37.4,False,31.0,False,17.2,False,74.05,True,65.75,False,27.5,False,49.1,False,69.85,False,66.4,False,2.0,False,52.6,False,20.15,False,True,130,130,physical_inventory_state,lot_expiry_traceability
Amalga Health,https://www.amalga.health/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,beb0928f95494c66af58511e68cfbae9,46.36,57.2,60.9,17.2,56.05,43.8,52.65,47.1,False,38.6,False,40.4,False,8.85,False,3.0,False,49.8,False,5.2,False,10.95,False,4.2,False,35.65,False,2.0,False,54.1,False,26.5,False,False,15,15,stock_movement_capture,low_touch_inventory_capture
ReFED,https://refed.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4fd75a329b164e91b6c6bbafd794105c,46.36,25.45,70.65,56.05,32.95,60.2,26.45,43.4,False,54.25,False,50.55,False,21.0,False,87.45,True,46.65,False,38.65,False,36.3,False,79.2,True,19.45,False,4.2,False,61.6,False,40.85,False,True,303,303,stock_movement_capture,physical_inventory_state
demandsoft,https://www.demandsoft.de/en/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c2bef26e1c65444e9659e4fa4526b3f0,46.27,66.8,35.7,7.45,72.7,33.4,82.4,44.55,False,50.95,False,16.65,False,3.0,False,8.45,False,45.55,False,3.6,False,6.2,False,14.75,False,21.3,False,2.6,False,72.1,True,48.05,False,False,9,9,replenishment_action,low_touch_inventory_capture
